bact,jacc
rnd_2_true_3,0.028
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.028
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.028
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.028
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_2_true_3,0.03
rnd_2_true_3,0.028
rnd_2_true_3,0.029
rnd_2_true_3,0.03
rnd_2_true_3,0.029
rnd_2_true_3,0.03
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.029
rnd_2_true_3,0.03
rnd_2_true_3,0.029
rnd_2_true_3,0.028
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.045
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.049
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.045
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.045
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.045
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.045
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.045
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.045
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.045
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.048
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.048
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.047
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_4_true_3,0.046
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.037
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.037
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.037
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.033
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.033
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.037
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.037
rnd_5_true_3,0.034
rnd_5_true_3,0.034
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.034
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.035
rnd_5_true_3,0.036
rnd_5_true_3,0.036
rnd_5_true_3,0.035
rnd_5_true_3,0.035
